beneficiary_id,first_name,last_name,gender,county,program,activity,sessions_attended,sessions_expected,participation_rate,completion_status,enrollment_date,reporting_period,status
BEN-008248,Purity,Juma,Female,Kiambu,Plus,Leadership,9,12,75.0,Completed,2025-10-19,Q4 2025,completed
BEN-008250,Nyambura,Kariuki,Female,Nakuru,Plus,Community Service,7,9,77.8,In Progress,2026-07-23,Q3 2026,active
BEN-008253,Amina,Nyambane,Female,Mombasa,Plus,Financial Literacy,7,9,77.8,complete,2026-03-08,Q1 2026,completed
BEN-008254,Grace,Njenga,F,Nyeri,Plus,Life Skills,10,14,71.4,Completed,2025-05-28,Q2 2025,completed
BEN-008258,Cherono,Owino,Female,Kiambu,Plus,Community Service,7,9,77.8,Completed,2025-04-27,Q2 2025,completed
BEN-008263,Collins,Kimani,Male,Kiambu,Plus,Health & Wellness,9,10,90.0,Completed,2025-07-02,Q3 2025,completed
BEN-008264,Peter,Rotich,Male,Nakuru,Plus,Financial Literacy,8,10,80.0,Completed,2026-05-13,Q2 2026,completed
BEN-008265,Purity,Owino,Female,Kisumu,Plus,Health & Wellness,4,8,50.0,In Progress,2026-05-03,Q2 2026,active
BEN-008266,Mercy,Kilonzo,Female,Nairobi,Plus,Community Service,8,9,88.9,In Progress,2026-07-22,Q3 2026,active
BEN-008271,Kilonzo,Kuria,Male,Kakamega,Plus,Financial Literacy,8,12,66.7,In Progress,2026-07-13,Q3 2026,active
BEN-008273,Kipchoge,Rotich,Male,Muranga,Plus,Health & Wellness,5,6,83.3,In Progress,2026-05-02,Q2 2026,active
BEN-008275,Nicholas,Charo,Male,Nyeri,Plus,Leadership,7,10,70.0,Completed,2025-07-29,Q3 2025,completed
BEN-008276,Korir,Kuria,Male,Kilifi,Plus,Health & Wellness,5,9,55.6,Dropped,2025-05-11,Q2 2025,dropped_out
BEN-008278,Rotich,Wanjiku,Male,Kisii,Plus,Community Service,5,6,83.3,In Progress,2026-09-12,Q3 2026,active
BEN-008280,Daniel,Bett,Male,Nairobi,Plus,Life Skills,10,12,83.3,Completed,2025-12-14,Q4 2025,completed
BEN-008281,Wangari,Mutiso,Female,Muranga,Plus,Life Skills,9,12,75.0,Completed,2025-11-24,Q4 2025,completed
BEN-008282,Joy,Odhiambo,Female,Nairobi,Plus,Leadership,3,9,33.3,Dropped,2025-10-26,Q4 2025,dropped_out
BEN-008284,Wekesa,Maina,Male,Muranga,Plus,Mentorship,12,13,92.3,Completed,2025-08-01,Q3 2025,completed
BEN-008286,Nkatha,Onyango,Female,Mombasa,Plus,Mentorship,13,14,92.9,In Progress,2026-07-27,Q3 2026,active
BEN-008290,Peter,Owino,Male,Kiambu,Plus,Community Service,6,6,100.0,In Progress,2026-05-05,Q2 2026,active
BEN-008298,Nasieku,Gitau,Female,Bungoma,Plus,Community Service,7,8,87.5,In Progress,2026-05-10,Q2 2026,active
BEN-008300,Chepkoech,Ngugi,FEMALE,Meru,Plus,Mentorship,8,12,66.7,Completed,2025-10-04,Q4 2025,completed
BEN-008303,Nicholas,Onyango,Male,Meru,Plus,Life Skills,11,12,91.7,In Progress,2026-01-07,Q1 2026,active
BEN-008304,Halima,Hassan,Female,Kiambu,Plus,Health & Wellness,7,7,100.0,In Progress,2026-09-25,Q3 2026,active
BEN-008305,Samuel,Rotich,Male,Kisumu,Plus,Life Skills,7,14,50.0,Dropped,2026-01-27,Q1 2026,dropped_out
BEN-008306,Collins,Mutua,Male,Nairobi,Plus,Entrepreneurship,10,10,100.0,complete,2025-08-27,Q3 2025,completed
BEN-008311,Simon,Mutua,Male,Machakos,Plus,Entrepreneurship,12,12,100.0,In Progress,2026-06-28,Q2 2026,active
BEN-008315,Joseph,Baya,Male,Uasin Gishu,Plus,Health & Wellness,6,6,100.0,In Progress,2026-09-03,Q3 2026,active
BEN-008319,Neema,Mwangi,Female,Nyeri,Plus,Leadership,8,11,72.7,Completed,2026-06-16,Q2 2026,completed
BEN-008320,Caroline,Omondi,Female,Kakamega,Plus,Mentorship,13,20,65.0,Completed,2026-02-23,Q1 2026,completed
BEN-008321,Kendi,Kariuki,Female,Kisii,Plus,Mentorship,8,16,50.0,Completed,2025-09-27,Q3 2025,completed
BEN-008324,Omondi,Matano,Male,Uasin Gishu County,Plus,Leadership,9,11,81.8,COMPLETED,2026-03-10,Q1 2026,completed
BEN-008325,Isaac,Cheruiyot,Male,Machakos,Plus,Life Skills,10,13,76.9,Completed,2025-07-23,Q3 2025,completed
BEN-008326,Samuel,Barasa,MALE,Kakamega,Plus,Life Skills,10,13,76.9,In Progress,2026-08-09,Q3 2026,active
BEN-008331,Korir,Cheruiyot,Male,Nairobi,Plus,Health & Wellness,9,9,100.0,In Progress,2026-08-25,Q3 2026,active
BEN-008338,Rotich,Maina,Male,Kakamega,Plus,Mentorship,12,18,66.7,In Progress,2026-01-28,Q1 2026,active
BEN-008340,Njeri,Odhiambo,Female,Kajiado,Plus,Mentorship,9,20,45.0,Dropped,2026-01-14,Q1 2026,dropped_out
BEN-008342,David,Rotich,Male,Nakuru,Plus,Financial Literacy,7,9,77.8,Completed,2025-09-03,Q3 2025,completed
BEN-008344,Francis,Njenga,Male,meru,Plus,Financial Literacy,7,10,70.0,In Progress,2026-08-19,Q3 2026,active
BEN-008345,Diana,Wekesa,Female,Nyeri,Plus,Leadership,8,9,88.9,In Progress,2026-05-02,Q2 2026,active
BEN-008347,Ali,Odhiambo,Male,Uasin Gishu,Plus,Leadership,5,8,62.5,Completed,2025-06-16,Q2 2025,completed
BEN-008350,Mutua,Rotich,Male,Nyeri,Plus,Life Skills,8,11,72.7,Completed,2025-10-31,Q4 2025,completed
BEN-008353,Baraka,Muthoni,Male,Uasin Gishu,Plus,Life Skills,8,10,80.0,COMPLETED,2026-06-09,Q2 2026,completed
BEN-008355,Mercy,Wanjiku,female,Kajiado,Plus,Entrepreneurship,6,12,50.0,In Progress,2026-07-19,Q3 2026,active
BEN-008356,Sharon,Cheruiyot,FEMALE,Bungoma,Plus,Leadership,6,9,66.7,Completed,2025-10-16,Q4 2025,completed
BEN-008358,Sharon,Wekesa,FEMALE,Kisii,Plus,Leadership,10,11,90.9,In Progress,2026-07-27,Q3 2026,active
BEN-008360,Grace,Otieno,Female,Meru,Plus,Entrepreneurship,11,14,78.6,In Progress,2026-08-02,Q3 2026,active
BEN-008361,Emily,Chebet,Female,Kilifi,Plus,Financial Literacy,4,9,44.4,Dropped,2026-05-15,Q2 2026,dropped_out
BEN-008362,Diana,Barasa,Female,Mombasa,Plus,Life Skills,7,10,70.0,In Progress,2026-05-12,Q2 2026,active
BEN-008363,Wanjiku,Kilonzo,Female,Nyeri,Plus,Life Skills,8,13,61.5,Completed,2026-03-14,Q1 2026,completed
BEN-008366,Emmanuel,Muthoni,Male,Nairobi,Plus,Financial Literacy,6,9,66.7,Completed,2025-04-30,Q2 2025,completed
BEN-008370,John,Juma,MALE,Kiambu,Plus,Financial Literacy,10,11,90.9,Completed,2026-01-26,Q1 2026,completed
BEN-008375,Timothy,Wafula,MALE,Kiambu,Plus,Leadership,8,9,88.9,In Progress,2026-08-13,Q3 2026,active
BEN-008376,Akinyi,Juma,Female,Uasin Gishu,Plus,Financial Literacy,10,11,90.9,In Progress,2026-05-18,Q2 2026,active
BEN-008377,Caroline,Katana,Female,Nyeri,Plus,Community Service,7,9,77.8,Completed,2025-01-27,Q1 2025,completed
BEN-008379,Collins,Hassan,Male,Machakos,Plus,Community Service,5,7,71.4,In Progress,2026-08-26,Q3 2026,active
BEN-008380,Diana,Njenga,FEMALE,Kakamega,Plus,Community Service,6,7,85.7,In Progress,2026-06-22,Q2 2026,active
BEN-008381,Francis,Kimani,Male,Nairobi,Plus,Financial Literacy,10,10,100.0,complete,2026-02-02,Q1 2026,completed
BEN-008383,Korir,Njoroge,Male,Muranga,Plus,Financial Literacy,5,9,55.6,Dropped,2026-04-14,Q2 2026,dropped_out
BEN-008384,Atieno,Charo,Female,Kakamega,Plus,Leadership,3,10,30.0,Dropped,2025-06-29,Q2 2025,dropped_out
BEN-008385,Gathoni,Chebet,Female,Bungoma,Plus,Life Skills,6,11,54.5,In Progress,2026-06-04,Q2 2026,active
BEN-008386,Esther,Ochieng,Female,Kiambu,Plus,Financial Literacy,6,10,60.0,In Progress,2026-06-15,Q2 2026,active
BEN-008387,Timothy,Bett,Male,Kakamega,Plus,Health & Wellness,7,10,70.0,Completed,2025-11-06,Q4 2025,completed
BEN-008388,Brenda,Achieng,Female,Nairobi,Plus,Leadership,6,8,75.0,In Progress,2026-04-18,Q2 2026,active
BEN-008391,Samuel,Mbogo,Male,Kakamega,Plus,Community Service,4,7,57.1,Dropped,2026-02-21,Q1 2026,dropped_out
BEN-008393,Akinyi,Wanjiku,Female,Kiambu,Plus,Entrepreneurship,11,14,78.6,In Progress,2026-07-14,Q3 2026,active
BEN-008395,Stephen,Hassan,Male,Nakuru,Plus,Financial Literacy,12,12,100.0,In Progress,2026-05-19,Q2 2026,active
BEN-008396,Emmanuel,Ngugi,Male,Kiambu,Plus,Mentorship,16,17,94.1,In Progress,2026-06-03,Q2 2026,active
BEN-008400,Onyango,Mwangi,Male,Machakos,Plus,Health & Wellness,9,10,90.0,Completed,2025-01-26,Q1 2025,completed
BEN-008402,Rotich,Njenga,Male,Nakuru,Plus,Community Service,5,7,71.4,Completed,2025-10-14,Q4 2025,completed
BEN-008403,Kevin,Musyoka,Male,Uasin Gishu,Plus,Entrepreneurship,12,13,92.3,In Progress,2026-07-18,Q3 2026,active
BEN-008408,Wanjiku,Juma,Female,Nairobi,Plus,Leadership,7,10,70.0,Completed,2026-02-26,Q1 2026,completed
BEN-008409,Wanjiku,Koech,Female,Kisii,Plus,Health & Wellness,5,7,71.4,Completed,2025-07-15,Q3 2025,completed
BEN-008410,Nyambura,Otieno,Female,Kisumu,Plus,Mentorship,17,20,85.0,In Progress,2026-04-02,Q2 2026,active
BEN-008412,Achieng,Mbogo,Female,Kisumu,Plus,Leadership,6,12,50.0,In Progress,2026-06-09,Q2 2026,active
BEN-008413,Mumbi,Musyoka,Female,Machakos,Plus,Entrepreneurship,12,13,92.3,In Progress,2026-07-11,Q3 2026,active
BEN-008415,Purity,Ochieng,Female,Mombasa,Plus,Leadership,8,12,66.7,In Progress,2026-08-17,Q3 2026,active
BEN-008416,Kagure,Onyango,Female,Nakuru,Plus,Leadership,9,11,81.8,In Progress,2026-08-06,Q3 2026,active
BEN-008417,Faith,Bett,Female,Nairobi,Plus,Mentorship,13,18,72.2,Completed,2026-03-03,Q1 2026,completed
BEN-008418,Wanjiru,Muthoni,F,Nyeri,Plus,Entrepreneurship,12,14,85.7,Completed,2026-03-15,Q1 2026,completed
BEN-008419,Halima,Otieno,Female,kakamega,Plus,Life Skills,11,13,84.6,In Progress,2026-06-11,Q2 2026,active
BEN-008422,Nkatha,Kariuki,Female,Nairobi,Plus,Mentorship,18,20,90.0,In Progress,2026-06-23,Q2 2026,active
BEN-008424,Jerop,Onyango,Female,Bungoma,Plus,Entrepreneurship,12,16,75.0,Completed,2026-02-20,Q1 2026,completed
BEN-008428,Abdi,Njoroge,Male,Nairobi,Plus,Life Skills,11,11,100.0,Completed,2026-01-19,Q1 2026,completed
BEN-008432,Caroline,Ochieng,Female,Kiambu,Plus,Financial Literacy,10,12,83.3,In Progress,2026-07-12,Q3 2026,active
BEN-008433,Otieno,Otieno,Male,Kajiado,Plus,Community Service,9,10,90.0,COMPLETED,2026-03-24,Q1 2026,completed
BEN-008435,Neema,Ochieng,Female,Nairobi,Plus,Life Skills,7,11,63.6,Dropped,2025-07-25,Q3 2025,dropped_out
BEN-008436,Sharon,Njoroge,Female,Kajiado,Plus,Financial Literacy,10,10,100.0,Completed,2026-02-23,Q1 2026,completed
BEN-008437,Joseph,Odhiambo,Male,Meru,Plus,Community Service,8,8,100.0,In Progress,2026-06-25,Q2 2026,active
BEN-008438,Abdi,Wekesa,Male,Bungoma,Plus,Entrepreneurship,6,12,50.0,Dropped,2025-05-12,Q2 2025,dropped_out
BEN-008440,Kevin,Baya,Male,Nairobi,Plus,Community Service,6,8,75.0,In Progress,2026-06-28,Q2 2026,active
BEN-008446,Peter,Matano,Male,Meru,Plus,Health & Wellness,4,7,57.1,In Progress,2026-01-13,Q1 2026,active
BEN-008447,Grace,Kariuki,Female,Kakamega County,Plus,Leadership,8,10,80.0,In Progress,2026-08-31,Q3 2026,active
BEN-008455,Isaac,Cheruiyot,M,Kiambu,Plus,Mentorship,13,16,81.2,In Progress,2026-01-27,Q1 2026,active
BEN-008458,Jerop,Koech,Female,Nairobi,Plus,Financial Literacy,11,11,100.0,Completed,2026-01-22,Q1 2026,completed
BEN-008460,Jerop,Mwangi,Female,Machakos,Plus,Leadership,5,8,62.5,Completed,2025-12-22,Q4 2025,completed
BEN-008461,Achieng,Wafula,Female,Nyeri,Plus,Mentorship,13,19,68.4,Completed,2025-11-08,Q4 2025,completed
BEN-008462,Kendi,Njenga,Female,Nyeri,Plus,Health & Wellness,10,10,100.0,Completed,2025-07-05,Q3 2025,completed
BEN-008464,Nicholas,Rotich,M,Kiambu,Plus,Health & Wellness,3,6,50.0,Dropped,2025-07-31,Q3 2025,dropped_out
BEN-008466,Kiptoo,Muthoni,Male,Kajiado,Plus,Community Service,6,7,85.7,In Progress,2026-05-31,Q2 2026,active
BEN-008467,Kipchoge,Kuria,Male,Nairobi,Plus,Community Service,9,9,100.0,Completed,2025-04-05,Q2 2025,completed
BEN-008473,Purity,Kiptoo,Female,Nairobi,Plus,Community Service,10,10,100.0,Completed,2025-05-02,Q2 2025,completed
BEN-008478,Abdi,Wafula,Male,NAIROBI,Plus,Life Skills,13,13,100.0,COMPLETED,2026-02-15,Q1 2026,completed
BEN-008479,Grace,Owino,f,Kiambu,Plus,Entrepreneurship,12,12,100.0,In Progress,2026-08-12,Q3 2026,active
BEN-008480,Daniel,Kuria,Male,Nyeri,Plus,Mentorship,16,20,80.0,Completed,2025-06-27,Q2 2025,completed
BEN-008481,Brian,Baya,Male,Kisii,Plus,Entrepreneurship,5,13,38.5,Dropped,2025-02-26,Q1 2025,dropped_out
BEN-008482,Mercy,Mutiso,Female,Mombasa,Plus,Health & Wellness,8,9,88.9,In Progress,2026-07-31,Q3 2026,active
BEN-008483,Korir,Gitau,Male,Meru,Plus,Health & Wellness,5,8,62.5,COMPLETED,2025-09-29,Q3 2025,completed
BEN-008484,Patrick,Charo,Male,Nairobi,Plus,Life Skills,10,12,83.3,In Progress,2026-09-26,Q3 2026,active
BEN-008486,Kendi,Bett,f,Uasin Gishu,Plus,Life Skills,12,12,100.0,In Progress,2026-08-03,Q3 2026,active
BEN-008489,Atieno,Kiptoo,Female,Nairobi,Plus,Mentorship,13,13,100.0,In Progress,2026-06-04,Q2 2026,active
BEN-008490,Esther,Musyoka,Female,Kiambu,Plus,Life Skills,7,11,63.6,Completed,2025-09-20,Q3 2025,completed
BEN-008494,Achieng,Mutua,Female,Nairobi,Plus,Financial Literacy,5,8,62.5,COMPLETED,2026-04-30,Q2 2026,completed
BEN-008498,Onyango,Hassan,Male,Bungoma,Plus,Life Skills,12,13,92.3,Completed,2025-06-09,Q2 2025,completed
BEN-008499,Stephen,Muthoni,Male,Kakamega,Plus,Leadership,10,11,90.9,Completed,2025-11-05,Q4 2025,completed
BEN-008502,Achieng,Ngugi,Female,Kiambu,Plus,Community Service,9,9,100.0,Completed,2025-07-14,Q3 2025,completed
BEN-008505,Peter,Chebet,Male,Muranga,Plus,Entrepreneurship,8,14,57.1,Dropped,2026-03-29,Q1 2026,dropped_out
BEN-008508,Patrick,Bett,Male,Nairobi,Plus,Leadership,8,8,100.0,In Progress,2026-05-31,Q2 2026,active
BEN-008512,Kagure,Kimani,Female,Nairobi,Plus,Leadership,7,10,70.0,In Progress,2026-09-28,Q3 2026,active
BEN-008515,Boniface,Owino,m,Bungoma County,Plus,Community Service,6,7,85.7,Completed,2026-06-13,Q2 2026,completed
BEN-008517,Rotich,Njenga,Male,Mombasa,Plus,Financial Literacy,7,9,77.8,In Progress,2026-09-06,Q3 2026,active
BEN-008519,Brian,Kamau,Male,Nairobi,Plus,Life Skills,13,14,92.9,In Progress,2026-08-28,Q3 2026,active
BEN-008520,Joy,Bett,Female,Nakuru,Plus,Financial Literacy,8,12,66.7,Completed,2026-01-14,Q1 2026,completed
BEN-008524,Barasa,Onyango,MALE,Nyeri,Plus,Leadership,6,11,54.5,Dropped,2026-01-02,Q1 2026,dropped_out
BEN-008525,Zawadi,Mutiso,Female,Kakamega,Plus,Health & Wellness,4,6,66.7,In Progress,2026-07-04,Q3 2026,active
BEN-008526,Anthony,Gitau,Male,mombasa,Plus,Mentorship,14,15,93.3,Completed,2025-08-26,Q3 2025,completed
BEN-008527,Sharon,Matano,Female,Nairobi,Plus,Entrepreneurship,11,13,84.6,In Progress,2026-09-28,Q3 2026,active
BEN-008528,Wanjiku,Wekesa,Female,MURANGA,Plus,Entrepreneurship,11,14,78.6,Completed,2025-07-28,Q3 2025,completed
BEN-008531,Naisula,Kamau,Female,Nairobi,Plus,Mentorship,13,16,81.2,Completed,2026-02-27,Q1 2026,completed
BEN-008532,Simon,Musyoka,Male,nairobi,Plus,Leadership,8,11,72.7,In Progress,2026-07-16,Q3 2026,active
BEN-008533,Sharon,Mutua,Female,Nyeri,Plus,Financial Literacy,4,10,40.0,Dropped,2025-07-13,Q3 2025,dropped_out
BEN-008534,Nasieku,Barasa,Female,Bungoma County,Plus,Life Skills,9,10,90.0,In Progress,2026-08-11,Q3 2026,active
BEN-008536,Omondi,Bett,Male,Nairobi,Plus,Financial Literacy,8,9,88.9,In Progress,2026-05-29,Q2 2026,active
BEN-008537,Joy,Achieng,Female,Kiambu,Plus,Health & Wellness,4,6,66.7,Completed,2025-07-27,Q3 2025,completed
BEN-008539,Kelvin,Kariuki,Male,Mombasa,Plus,Entrepreneurship,7,11,63.6,dropped out,2025-04-19,Q2 2025,dropped_out
BEN-008540,Neema,Wafula,Female,Kiambu,Plus,Community Service,3,6,50.0,Dropped,2025-08-14,Q3 2025,dropped_out
BEN-008543,Cherono,Cheruiyot,Female,Muranga,Plus,Health & Wellness,4,6,66.7,complete,2026-01-07,Q1 2026,completed
BEN-008544,Esther,Matano,Female,Kiambu,Plus,Mentorship,12,15,80.0,Completed,2025-07-02,Q3 2025,completed
BEN-008547,Achieng,Otieno,Female,Nairobi,Plus,Life Skills,12,12,100.0,Completed,2025-01-22,Q1 2025,completed
BEN-008550,Awuor,Achieng,Female,Machakos,Plus,Mentorship,10,17,58.8,Completed,2026-06-07,Q2 2026,completed
BEN-008552,Neema,Kiptoo,F,Kiambu,Plus,Life Skills,9,10,90.0,Completed,2025-03-17,Q1 2025,completed
BEN-008556,Patrick,Baya,Male,Kilifi,Plus,Life Skills,11,14,78.6,In Progress,2026-07-12,Q3 2026,active
BEN-008557,Mohamed,Mbogo,Male,Nairobi,Plus,Community Service,6,8,75.0,Completed,2025-04-08,Q2 2025,completed
BEN-008559,Ali,Njenga,Male,Nyeri,Plus,Leadership,6,10,60.0,In Progress,2026-04-25,Q2 2026,active
BEN-008560,Victor,Chebet,Male,Nairobi,Plus,Financial Literacy,7,11,63.6,Completed,2025-09-07,Q3 2025,completed
BEN-008564,Patrick,Maina,Male,Kisumu,Plus,Financial Literacy,8,8,100.0,In Progress,2026-07-16,Q3 2026,active
BEN-008568,Onyango,Omondi,Male,Kajiado,Plus,Life Skills,9,11,81.8,In Progress,2026-07-14,Q3 2026,active
BEN-008571,Emmanuel,Wafula,Male,Kisumu,Plus,Financial Literacy,5,10,50.0,Completed,2025-04-21,Q2 2025,completed
BEN-008573,Peter,Wafula,Male,Bungoma,Plus,Entrepreneurship,8,13,61.5,Dropped,2026-01-14,Q1 2026,dropped_out
BEN-008577,Achieng,Maina,female,Uasin Gishu,Plus,Entrepreneurship,11,12,91.7,In Progress,2026-09-11,Q3 2026,active
BEN-008578,Mumbi,Ochieng,Female,Kisumu,Plus,Financial Literacy,6,8,75.0,In Progress,2026-04-13,Q2 2026,active
BEN-008579,Wanjiku,Kariuki,Female,Machakos,Plus,Community Service,4,7,57.1,In Progress,2026-05-25,Q2 2026,active
BEN-008580,Musyoka,Kuria,Male,Kiambu County,Plus,Community Service,5,7,71.4,Completed,2025-08-23,Q3 2025,completed
BEN-008581,Diana,Wekesa,Female,Muranga,Plus,Mentorship,17,20,85.0,Completed,2025-05-14,Q2 2025,completed
BEN-008584,Naisula,Odhiambo,Female,Kiambu,Plus,Entrepreneurship,10,12,83.3,Completed,2026-04-26,Q2 2026,completed
BEN-008585,Kendi,Achieng,Female,Meru,Plus,Health & Wellness,5,6,83.3,In Progress,2026-08-28,Q3 2026,active
BEN-008586,Odhiambo,Maina,Male,Uasin Gishu,Plus,Mentorship,12,13,92.3,Completed,2025-12-16,Q4 2025,completed
BEN-008591,Chebet,Wafula,Female,Nairobi,Plus,Financial Literacy,6,8,75.0,Completed,2025-06-19,Q2 2025,completed
BEN-008592,Amina,Gitau,Female,Mombasa,Plus,Financial Literacy,11,12,91.7,In Progress,2026-07-15,Q3 2026,active
BEN-008594,Amina,Kimani,Female,Uasin Gishu,Plus,Leadership,6,8,75.0,Completed,2025-03-15,Q1 2025,completed
BEN-008596,Victor,Omondi,Male,MOMBASA,Plus,Financial Literacy,6,8,75.0,In Progress,2026-07-26,Q3 2026,active
BEN-008598,Joseph,Mohamed,Male,Kiambu,Plus,Health & Wellness,3,6,50.0,Completed,2025-08-18,Q3 2025,completed
BEN-008601,Joseph,Mwangi,Male,Nairobi,Plus,Entrepreneurship,7,13,53.8,Dropped,2026-02-16,Q1 2026,dropped_out
BEN-008602,Gathoni,Kilonzo,Female,Kajiado,Plus,Mentorship,11,15,73.3,Completed,2025-09-20,Q3 2025,completed
BEN-008604,Rotich,Odhiambo,Male,Nakuru,Plus,Entrepreneurship,12,13,92.3,In Progress,2026-08-02,Q3 2026,active
BEN-008605,Peter,Mwangi,Male,Kisii,Plus,Health & Wellness,7,10,70.0,In Progress,2026-04-02,Q2 2026,active
BEN-008610,Cynthia,Gitau,f,Muranga,Plus,Leadership,9,12,75.0,Completed,2025-12-19,Q4 2025,completed
BEN-008616,Beatrice,Kilonzo,Female,Kisumu,Plus,Mentorship,14,17,82.4,Completed,2025-07-19,Q3 2025,completed
BEN-008621,Gathoni,Kariuki,f,Kakamega,Plus,Entrepreneurship,7,11,63.6,In Progress,2026-08-09,Q3 2026,active
BEN-008623,Naisula,Musyoka,Female,Machakos,Plus,Life Skills,8,13,61.5,Completed,2026-06-20,Q2 2026,completed
BEN-008626,Francis,Katana,Male,Uasin Gishu,Plus,Leadership,7,9,77.8,Completed,2025-12-01,Q4 2025,completed
BEN-008627,Francis,Koech,m,Meru,Plus,Leadership,8,12,66.7,Completed,2025-08-19,Q3 2025,completed
BEN-008628,Boniface,Kuria,Male,Kilifi,Plus,Entrepreneurship,7,11,63.6,In Progress,2026-08-15,Q3 2026,active
BEN-008629,Mercy,Otieno,Female,Machakos,Plus,Leadership,4,8,50.0,In Progress,2026-06-17,Q2 2026,active
BEN-008638,Faith,Mutiso,Female,MURANGA,Plus,Leadership,10,11,90.9,Completed,2025-07-10,Q3 2025,completed
BEN-008643,Samuel,Wafula,Male,Kilifi,Plus,Mentorship,13,20,65.0,In Progress,2026-07-01,Q3 2026,active
BEN-008649,Chebet,Wekesa,Female,Nakuru,Plus,Financial Literacy,5,9,55.6,Dropped,2025-09-15,Q3 2025,dropped_out
BEN-008653,Sharon,Njenga,Female,Nakuru,Plus,Health & Wellness,7,10,70.0,In Progress,2026-02-15,Q1 2026,active
BEN-008656,Mercy,Owino,Female,Nakuru,Plus,Health & Wellness,5,8,62.5,Completed,2025-09-01,Q3 2025,completed
BEN-008658,Anthony,Mohamed,Male,Meru,Plus,Leadership,4,8,50.0,dropped out,2025-10-07,Q4 2025,dropped_out
BEN-008659,Gathoni,Gitau,Female,Kisii,Plus,Health & Wellness,9,10,90.0,In Progress,2026-07-25,Q3 2026,active
BEN-008661,Daniel,Njenga,Male,Kakamega,Plus,Financial Literacy,8,11,72.7,Completed,2025-07-31,Q3 2025,completed
BEN-008664,Naisula,Onyango,Female,bungoma,Plus,Life Skills,9,11,81.8,In Progress,2026-05-29,Q2 2026,active
BEN-008665,Dennis,Ochieng,Male,Nyeri,Plus,Health & Wellness,10,10,100.0,Completed,2025-10-31,Q4 2025,completed
BEN-008672,Diana,Korir,Female,NAIROBI,Plus,Health & Wellness,7,8,87.5,In Progress,2026-07-18,Q3 2026,active
BEN-008673,Juma,Maina,Male,Nairobi,Plus,Mentorship,16,20,80.0,Completed,2025-11-29,Q4 2025,completed
BEN-008674,Wanjiku,Korir,Female,Machakos,Plus,Financial Literacy,9,9,100.0,In Progress,2026-08-24,Q3 2026,active
BEN-008677,Wanjiru,Wafula,female,Kajiado,Plus,Financial Literacy,7,11,63.6,In Progress,2026-08-21,Q3 2026,active
BEN-008678,Brian,Rotich,male,Kajiado,Plus,Health & Wellness,6,7,85.7,In Progress,2026-09-24,Q3 2026,active
BEN-008680,Wanjiku,Wanjiku,Female,Kiambu,Plus,Life Skills,12,14,85.7,Completed,2025-12-15,Q4 2025,completed
BEN-008685,Rotich,Matano,Male,Machakos,Plus,Community Service,7,8,87.5,COMPLETED,2025-09-01,Q3 2025,completed
BEN-008686,Chepkoech,Wanjiku,Female,Nairobi,Plus,Entrepreneurship,12,12,100.0,In Progress,2026-06-25,Q2 2026,active
BEN-008690,Jerop,Njoroge,Female,Nairobi,Plus,Financial Literacy,9,9,100.0,In Progress,2026-05-24,Q2 2026,active
BEN-008695,Dennis,Matano,Male,Kisii,Plus,Leadership,7,10,70.0,Completed,2025-07-19,Q3 2025,completed
BEN-008698,Emily,Katana,Female,Muranga,Plus,Leadership,4,9,44.4,COMPLETED,2026-05-15,Q2 2026,completed
BEN-008703,Zawadi,Ochieng,Female,Meru County,Plus,Life Skills,11,14,78.6,Completed,2026-01-12,Q1 2026,completed
BEN-008708,Vincent,Nduta,Male,Nyeri,Plus,Life Skills,9,12,75.0,In Progress,2026-09-16,Q3 2026,active
BEN-008709,Chepkoech,Omondi,Female,Nairobi,Plus,Life Skills,11,11,100.0,In Progress,2026-06-09,Q2 2026,active
BEN-008712,Caroline,Kilonzo,Female,Meru,Plus,Life Skills,6,12,50.0,Dropped,2026-01-22,Q1 2026,dropped_out
BEN-008714,James,Musyoka,Male,Machakos,Plus,Mentorship,9,13,69.2,Completed,2025-11-30,Q4 2025,completed
BEN-008717,Kilonzo,Achieng,Male,Nairobi,Plus,Community Service,7,9,77.8,In Progress,2026-03-18,Q1 2026,active
BEN-008718,Esther,Baya,Female,Kiambu,Plus,Mentorship,18,20,90.0,Completed,2025-09-20,Q3 2025,completed
BEN-008720,Kilonzo,Charo,Male,Kiambu,Plus,Life Skills,10,10,100.0,In Progress,2026-06-22,Q2 2026,active
BEN-008722,Beatrice,Abdi,Female,Kisumu,Plus,Community Service,7,8,87.5,complete,2025-03-09,Q1 2025,completed
BEN-008724,Wekesa,Otieno,Male,Nakuru,Plus,Financial Literacy,9,9,100.0,Completed,2025-11-07,Q4 2025,completed
BEN-008728,Awuor,Maina,Female,Machakos,Plus,Community Service,5,6,83.3,In Progress,2026-02-13,Q1 2026,active
BEN-008732,Kiptoo,Matano,Male,machakos,Plus,Life Skills,8,11,72.7,In Progress,2026-09-21,Q3 2026,active
BEN-008733,Cynthia,Kiptoo,Female,Kilifi,Plus,Health & Wellness,6,8,75.0,In Progress,2026-02-03,Q1 2026,active
BEN-008734,Anthony,Nyambane,Male,Meru,Plus,Health & Wellness,7,9,77.8,In Progress,2026-06-28,Q2 2026,active
