beneficiary_id,first_name,last_name,gender,county,program,course,training_center,attendance_rate,completion_status,certification_status,employment_status,enrollment_date,reporting_period,status
BEN-007481,Beatrice,Mutua,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,79.7,In Progress,Pending,Unemployed,2026-02-27,Q1 2026,active
BEN-007482,Nyambura,Katana,F,KISII,Vocational,Plumbing,Kisii National Polytechnic,80.4,Completed,Certified,Unemployed,2025-03-29,Q1 2025,completed
BEN-007490,Kendi,Chebet,Female,Machakos,Vocational,Agriculture,Machakos Institute of Technology,76.5,In Progress,Pending,Unemployed,2026-07-18,Q3 2026,active
BEN-007491,Diana,Ochieng,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,92.5,In Progress,Pending,Employed,2026-09-26,Q3 2026,active
BEN-007496,Jerop,Mbogo,Female,Uasin Gishu,Vocational,Welding,Eldoret Polytechnic,86.7,In Progress,Pending,Self-Employed,2026-03-03,Q1 2026,active
BEN-007502,Brenda,Mwangi,Female,mombasa,Vocational,Welding,Mombasa Technical Training Institute,79.3,In Progress,Pending,Employed,2026-09-03,Q3 2026,active
BEN-007517,Grace,Barasa,Female,Uasin Gishu,Vocational,Agriculture,Eldoret Polytechnic,79.9,Completed,Certified,Employed,2025-01-20,Q1 2025,completed
BEN-007521,Cherono,Onyango,Female,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,100.0,Dropped,Not Certified,Employed,2025-10-08,Q4 2025,dropped_out
BEN-007527,Esther,Mwakio,Female,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,74.3,In Progress,Pending,Self-Employed,2026-06-30,Q2 2026,active
BEN-007541,Emmanuel,Rotich,Male,Muranga,Vocational,Agriculture,Kisii National Polytechnic,100.0,Completed,Certified,Employed,2026-03-19,Q1 2026,completed
BEN-007543,Barasa,Njenga,Male,Uasin Gishu,Vocational,Agriculture,Eldoret Polytechnic,76.2,Completed,Certified,Employed,2025-10-09,Q4 2025,completed
BEN-007552,Vincent,Nduta,Male,Nakuru,Vocational,Cooking & Catering,Nakuru Vocational Training Centre,81.7,Completed,Certified,Employed,2025-08-16,Q3 2025,completed
BEN-007563,Sharon,Maina,Female,Meru,Vocational,Electrical Installation,Meru Technical Training Institute,79.6,In Progress,Pending,Unemployed,2026-07-04,Q3 2026,active
BEN-007568,Wangari,Mbogo,Female,Uasin Gishu,Vocational,Cooking & Catering,Eldoret Polytechnic,71.8,In Progress,Pending,Self-Employed,2025-12-13,Q4 2025,active
BEN-007584,Jerop,Odhiambo,Female,Meru,Vocational,Hairdressing,Meru Technical Training Institute,78.9,Completed,Certified,Employed,2025-01-28,Q1 2025,completed
BEN-007590,Isaac,Wekesa,Male,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,89.4,In Progress,Pending,Unemployed,2026-08-09,Q3 2026,active
BEN-007594,Kipchoge,Muthoni,Male,kisumu,Vocational,Agriculture,Kisumu Technical Training Institute,84.4,In Progress,Pending,Unemployed,2026-06-14,Q2 2026,active
BEN-007599,Vincent,Mohamed,Male,Kisii,Vocational,Tailoring,Kisii National Polytechnic,58.9,In Progress,Pending,Unemployed,2026-06-05,Q2 2026,active
BEN-007607,John,Gitau,Male,Uasin Gishu,Vocational,Hairdressing,Eldoret Polytechnic,81.0,In Progress,Pending,Unemployed,2026-04-03,Q2 2026,active
BEN-007613,Francis,Njoroge,Male,Nairobi,Vocational,Plumbing,Nairobi TVET,90.7,In Progress,Pending,Employed,2025-10-02,Q4 2025,active
BEN-007614,James,Gitau,Male,Kilifi County,Vocational,Cooking & Catering,Kilifi Vocational Training Centre,55.7,Dropped,Not Certified,Self-Employed,2025-11-18,Q4 2025,dropped_out
BEN-007624,Beatrice,Mbogo,Female,Kilifi,Vocational,Electrical Installation,Kilifi Vocational Training Centre,69.3,In Progress,Pending,Self-Employed,2026-05-14,Q2 2026,active
BEN-007626,Wanjiku,Musyoka,Female,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,97.1,In Progress,Pending,Unemployed,2026-06-25,Q2 2026,active
BEN-007635,Nyambura,Musyoka,Female,kajiado,Vocational,Carpentry,Meru Technical Training Institute,88.3,Dropped,Not Certified,Unemployed,2025-09-03,Q3 2025,dropped_out
BEN-007643,Barasa,Nyambane,Male,Nakuru,Vocational,Agriculture,Nakuru Vocational Training Centre,92.0,Completed,Certified,Employed,2025-11-01,Q4 2025,completed
BEN-007656,Wangari,Korir,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,68.4,In Progress,Pending,Unemployed,2026-06-21,Q2 2026,active
BEN-007657,Anthony,Mohamed,Male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,66.3,Completed,Certified,Employed,2025-03-16,Q1 2025,completed
BEN-007663,Cherono,Chebet,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,80.2,complete,Pending,Unemployed,2025-02-05,Q1 2025,completed
BEN-007664,Chebet,Njenga,Female,Kisumu,Vocational,Plumbing,Kisumu Technical Training Institute,71.1,In Progress,Pending,Unemployed,2025-12-14,Q4 2025,active
BEN-007665,David,Ochieng,Male,Nairobi,Vocational,Welding,Nairobi TVET,72.1,In Progress,Pending,Unemployed,2026-07-28,Q3 2026,active
BEN-007666,Korir,Bett,male,Meru,Vocational,Cooking & Catering,Meru Technical Training Institute,82.8,In Progress,Pending,Employed,2025-12-23,Q4 2025,active
BEN-007672,Juma,Barasa,Male,Nakuru,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,67.1,Completed,Certified,Employed,2025-03-05,Q1 2025,completed
BEN-007675,Chepkoech,Matano,Female,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,95.3,complete,Certified,Self-Employed,2025-01-07,Q1 2025,completed
BEN-007680,Kipchoge,Kiptoo,Male,Kakamega,Vocational,Agriculture,Kakamega Technical Training Institute,91.6,In Progress,Pending,Employed,2026-02-19,Q1 2026,active
BEN-007686,Caroline,Katana,Female,Nairobi,Vocational,Welding,Nairobi TVET,78.6,In Progress,Pending,Unemployed,2026-09-05,Q3 2026,active
BEN-007690,Purity,Ochieng,Female,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,84.3,Completed,Certified,Employed,2025-12-18,Q4 2025,completed
BEN-007696,Neema,Mwangi,Female,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,82.5,Completed,Certified,Self-Employed,2025-10-19,Q4 2025,completed
BEN-007697,Collins,Abdi,Male,kajiado,Vocational,Welding,Machakos Institute of Technology,81.3,Completed,Certified,Employed,2025-01-08,Q1 2025,completed
BEN-007707,Nyambura,Nyambane,Female,Meru,Vocational,Agriculture,Meru Technical Training Institute,74.1,Dropped,Not Certified,Self-Employed,2025-07-01,Q3 2025,dropped_out
BEN-007721,Daniel,Mohamed,Male,Kilifi,Vocational,Carpentry,Kilifi Vocational Training Centre,86.3,Dropped,Not Certified,Unemployed,2025-06-30,Q2 2025,dropped_out
BEN-007731,Atieno,Mbogo,Female,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,85.0,In Progress,Pending,Employed,2026-04-29,Q2 2026,active
BEN-007736,Emmanuel,Mutiso,Male,KAJIADO,Vocational,Agriculture,Nakuru Vocational Training Centre,100.0,Completed,Certified,Self-Employed,2025-10-16,Q4 2025,completed
BEN-007737,Kiptoo,Mutua,Male,Kiambu,Vocational,Plumbing,Thika Technical Training Institute,75.7,In Progress,Pending,Unemployed,2026-05-17,Q2 2026,active
BEN-007741,Zawadi,Maina,female,Mombasa,Vocational,Tailoring,Mombasa Technical Training Institute,80.9,In Progress,Pending,Employed,2026-07-20,Q3 2026,active
BEN-007743,Korir,Gitau,Male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,97.9,Completed,Certified,Self-Employed,2025-03-09,Q1 2025,completed
BEN-007745,Amina,Maina,Female,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,82.9,Dropped,Not Certified,Self-Employed,2026-01-18,Q1 2026,dropped_out
BEN-007750,Wangari,Odhiambo,Female,Kajiado,Vocational,Carpentry,Nakuru Vocational Training Centre,72.9,In Progress,Pending,Self-Employed,2026-03-31,Q1 2026,active
BEN-007763,Baraka,Rotich,Male,Kiambu,Vocational,Beauty Therapy,Thika Technical Training Institute,79.7,Dropped,Not Certified,Self-Employed,2025-04-20,Q2 2025,dropped_out
BEN-007778,David,Abdi,Male,Nyeri,Vocational,Cooking & Catering,Nyeri Technical Training Institute,90.5,Dropped,Not Certified,Self-Employed,2025-07-17,Q3 2025,dropped_out
BEN-007784,Patrick,Wekesa,Male,Meru,Vocational,Plumbing,Meru Technical Training Institute,90.7,Completed,Certified,Unemployed,2025-06-30,Q2 2025,completed
BEN-007785,Baraka,Kamau,Male,Kiambu,Vocational,Hairdressing,Thika Technical Training Institute,86.7,Completed,Certified,Unemployed,2025-07-22,Q3 2025,completed
BEN-007804,Anyango,Juma,Female,Machakos,Vocational,Agriculture,Machakos Institute of Technology,61.6,Dropped,Not Certified,Self-Employed,2025-02-11,Q1 2025,dropped_out
BEN-007808,Caroline,Muthoni,Female,Nyeri,Vocational,Carpentry,Nyeri Technical Training Institute,66.9,Completed,Certified,Self-Employed,2025-08-29,Q3 2025,completed
BEN-007817,Kiptoo,Mohamed,Male,Uasin Gishu,Vocational,Plumbing,Eldoret Polytechnic,76.3,In Progress,Pending,Self-Employed,2026-05-20,Q2 2026,active
BEN-007826,James,Musyoka,Male,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,84.5,Completed,Certified,Employed,2025-05-15,Q2 2025,completed
BEN-007840,Diana,Kimani,FEMALE,Machakos,Vocational,Tailoring,Machakos Institute of Technology,72.9,In Progress,Pending,Unemployed,2026-05-09,Q2 2026,active
BEN-007841,Atieno,Wafula,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,96.7,Dropped,Not Certified,Unemployed,2025-03-09,Q1 2025,dropped_out
BEN-007842,Otieno,Cheruiyot,Male,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,58.4,Completed,Certified,Self-Employed,2025-04-28,Q2 2025,completed
BEN-007848,Zawadi,Ochieng,Female,Bungoma,Vocational,Welding,Bungoma Technical Training Institute,92.2,In Progress,Pending,Unemployed,2026-07-07,Q3 2026,active
BEN-007861,Faith,Wanjiku,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,80.2,Dropped,Not Certified,Unemployed,2025-09-04,Q3 2025,dropped_out
BEN-007863,Kipchoge,Otieno,Male,Mombasa,Vocational,Plumbing,Mombasa Technical Training Institute,74.7,In Progress,Pending,Unemployed,2026-08-30,Q3 2026,active
BEN-007864,Brenda,Odhiambo,Female,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,81.9,In Progress,Pending,Unemployed,2026-04-18,Q2 2026,active
BEN-007865,Stephen,Muthoni,Male,Kisii,Vocational,Welding,Kisii National Polytechnic,74.0,In Progress,Pending,Unemployed,2026-09-05,Q3 2026,active
BEN-007875,Otieno,Baya,Male,KISUMU,Vocational,Electrical Installation,Kisumu Technical Training Institute,78.5,Completed,Certified,Self-Employed,2025-08-02,Q3 2025,completed
BEN-007882,Victor,Kariuki,M,Machakos,Vocational,Electrical Installation,Machakos Institute of Technology,85.6,In Progress,Pending,Self-Employed,2026-03-21,Q1 2026,active
BEN-007886,Wanjiru,Charo,Female,Nyeri,Vocational,Beauty Therapy,Nyeri Technical Training Institute,80.9,Completed,Certified,Self-Employed,2025-08-21,Q3 2025,completed
BEN-007892,Atieno,Kimani,Female,Kisumu,Vocational,Welding,Kisumu Technical Training Institute,70.0,In Progress,Pending,Self-Employed,2025-11-04,Q4 2025,active
BEN-007900,Grace,Otieno,Female,Kajiado,Vocational,Electrical Installation,Nairobi TVET,91.0,In Progress,Pending,Unemployed,2026-04-15,Q2 2026,active
BEN-007902,Patrick,Omondi,Male,Meru,Vocational,Hairdressing,Meru Technical Training Institute,83.2,Dropped,Not Certified,Employed,2025-10-28,Q4 2025,dropped_out
BEN-007914,Diana,Chebet,Female,nairobi,Vocational,Welding,Nairobi TVET,94.9,In Progress,Pending,Unemployed,2026-09-18,Q3 2026,active
BEN-007920,Halima,Ngugi,Female,Kakamega,Vocational,Carpentry,Kakamega Technical Training Institute,75.3,In Progress,Pending,Self-Employed,2026-06-11,Q2 2026,active
BEN-007923,Nasieku,Ngugi,Female,Nairobi,Vocational,Electrical Installation,Nairobi TVET,86.5,Completed,Certified,Employed,2025-03-11,Q1 2025,completed
BEN-007926,Kevin,Ochieng,Male,Bungoma,Vocational,Beauty Therapy,Bungoma Technical Training Institute,77.3,In Progress,Pending,Unemployed,2026-09-23,Q3 2026,active
BEN-007929,Cheruiyot,Bett,Male,KIAMBU,Vocational,Cooking & Catering,Thika Technical Training Institute,75.5,In Progress,Pending,Employed,2026-05-31,Q2 2026,active
BEN-007940,Neema,Bett,Female,Kisii,Vocational,Electrical Installation,Kisii National Polytechnic,72.4,Completed,Certified,Unemployed,2026-02-16,Q1 2026,completed
BEN-007960,Chepkoech,Mutua,Female,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,100.0,Completed,Certified,Employed,2026-01-10,Q1 2026,completed
BEN-007966,Atieno,Njenga,Female,Bungoma,Vocational,Beauty Therapy,Bungoma Technical Training Institute,86.2,In Progress,Pending,Unemployed,2026-04-12,Q2 2026,active
BEN-007972,Chebet,Gitau,Female,Bungoma,Vocational,Electrical Installation,Bungoma Technical Training Institute,84.5,Completed,Certified,Self-Employed,2025-10-22,Q4 2025,completed
BEN-007973,Victor,Ngugi,Male,Nakuru,Vocational,Tailoring,Nakuru Vocational Training Centre,78.3,Completed,Certified,Internship,2025-05-06,Q2 2025,completed
BEN-007988,Grace,Mbogo,Female,Meru,Vocational,Cooking & Catering,Meru Technical Training Institute,70.2,In Progress,Pending,Unemployed,2026-08-09,Q3 2026,active
BEN-007989,Francis,Achieng,Male,Nairobi,Vocational,Hairdressing,Nairobi TVET,71.9,In Progress,Pending,Unemployed,2026-03-14,Q1 2026,active
BEN-008004,Kevin,Maina,Male,Kakamega,Vocational,Agriculture,Kakamega Technical Training Institute,69.4,In Progress,Pending,Unemployed,2026-03-10,Q1 2026,active
BEN-008007,Faith,Njenga,Female,Kisii,Vocational,Motor Vehicle Mechanics,Kisii National Polytechnic,88.2,In Progress,Pending,Unemployed,2026-05-03,Q2 2026,active
BEN-008022,Anyango,Kiptoo,f,Mombasa,Vocational,Plumbing,Mombasa Technical Training Institute,80.4,Dropped,Not Certified,Unemployed,2025-10-20,Q4 2025,dropped_out
BEN-008024,Brian,Hassan,Male,Kiambu,Vocational,Electrical Installation,Thika Technical Training Institute,74.4,Completed,Certified,Unemployed,2025-12-24,Q4 2025,completed
BEN-008031,Naisula,Matano,Female,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,99.9,In Progress,Pending,Self-Employed,2026-02-08,Q1 2026,active
BEN-008038,David,Korir,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,99.8,Completed,Certified,Employed,2025-01-28,Q1 2025,completed
BEN-008050,Caroline,Mbogo,Female,Mombasa,Vocational,Beauty Therapy,Mombasa Technical Training Institute,78.0,complete,Certified,Unemployed,2026-01-14,Q1 2026,completed
BEN-008063,Cynthia,Njenga,Female,Bungoma,Vocational,Motor Vehicle Mechanics,Bungoma Technical Training Institute,72.2,In Progress,Pending,Unemployed,2026-03-05,Q1 2026,active
BEN-008092,Wanjiku,Baya,Female,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,89.3,COMPLETED,Certified,Internship,2025-10-16,Q4 2025,completed
BEN-008102,Korir,Mwangi,Male,Kajiado,Vocational,Electrical Installation,Mombasa Technical Training Institute,79.2,In Progress,Pending,Employed,2026-08-26,Q3 2026,active
BEN-008104,Mohamed,Otieno,Male,Kiambu,Vocational,Hairdressing,Thika Technical Training Institute,99.5,Completed,Certified,Employed,2025-06-02,Q2 2025,completed
BEN-008114,Samuel,Wafula,Male,Nyeri,Vocational,Carpentry,Nyeri Technical Training Institute,92.4,In Progress,Pending,Self-Employed,2026-05-08,Q2 2026,active
BEN-008119,Francis,Kariuki,Male,Uasin Gishu,Vocational,Tailoring,Eldoret Polytechnic,98.2,Dropped,Not Certified,Self-Employed,2025-09-12,Q3 2025,dropped_out
BEN-008152,Chebet,Chebet,Female,Kilifi,Vocational,Motor Vehicle Mechanics,Kilifi Vocational Training Centre,70.3,In Progress,Pending,Unemployed,2026-05-17,Q2 2026,active
BEN-008165,Simon,Abdi,Male,Kajiado,Vocational,Carpentry,Kilifi Vocational Training Centre,88.4,Dropped,Not Certified,Unemployed,2025-08-30,Q3 2025,dropped_out
BEN-008173,Esther,Rotich,Female,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,84.5,In Progress,Pending,Unemployed,2026-02-10,Q1 2026,active
BEN-008178,Brenda,Owino,Female,KIAMBU,Vocational Program,Beauty Therapy,Thika Technical Training Institute,82.6,In Progress,Pending,Unemployed,2026-07-26,Q3 2026,active
BEN-008188,Wekesa,Odhiambo,Male,kajiado,Vocational,Tailoring,Thika Technical Training Institute,87.9,In Progress,Pending,Unemployed,2026-03-09,Q1 2026,active
BEN-008189,Mercy,Juma,Female,Nairobi,Vocational,Agriculture,Nairobi TVET,75.7,Completed,Certified,Employed,2025-01-25,Q1 2025,completed
BEN-008197,Emmanuel,Kilonzo,Male,kakamega,Vocational,Motor Vehicle Mechanics,Kakamega Technical Training Institute,76.5,Dropped,Not Certified,Unemployed,2026-01-24,Q1 2026,dropped_out
BEN-008202,Akinyi,Mutua,female,Nairobi,Vocational,Plumbing,Nairobi TVET,88.1,Dropped,Not Certified,Self-Employed,2025-09-11,Q3 2025,dropped_out
BEN-008205,Emmanuel,Ngugi,Male,Kajiado,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,84.4,In Progress,Pending,Employed,2026-04-21,Q2 2026,active
BEN-008207,Nicholas,Kiptoo,Male,Bungoma,Vocational,Tailoring,Bungoma Technical Training Institute,69.0,Completed,Certified,Employed,2026-03-11,Q1 2026,completed
BEN-008208,Stephen,Wafula,Male,Nairobi,Vocational,Hairdressing,Nairobi TVET,100.0,In Progress,Pending,Unemployed,2026-08-17,Q3 2026,active
BEN-008214,Kevin,Maina,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,92.2,Completed,Certified,Employed,2025-09-25,Q3 2025,completed
BEN-008215,Onyango,Musyoka,Male,Nyeri,Vocational,Cooking & Catering,Nyeri Technical Training Institute,79.9,Completed,Certified,Unemployed,2025-12-26,Q4 2025,completed
BEN-008218,Caroline,Koech,Female,Machakos,Vocational,Motor Vehicle Mechanics,Machakos Institute of Technology,70.6,In Progress,Pending,Unemployed,2026-05-24,Q2 2026,active
BEN-008229,Collins,Owino,Male,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,87.7,In Progress,Pending,Unemployed,2026-01-29,Q1 2026,active
BEN-008244,David,Kilonzo,Male,Kajiado,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,75.3,Completed,Certified,Employed,2025-05-20,Q2 2025,completed
BEN-008254,Omondi,Mwakio,Male,Kajiado,Vocational,Cooking & Catering,Nairobi TVET,87.3,In Progress,Pending,Unemployed,2026-01-30,Q1 2026,active
BEN-008260,Akinyi,Achieng,Female,Uasin Gishu,Vocational,Electrical Installation,Eldoret Polytechnic,79.8,In Progress,Pending,Employed,2026-07-23,Q3 2026,active
BEN-008272,John,Korir,Male,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,84.3,Completed,Certified,Employed,2025-01-09,Q1 2025,completed
BEN-008282,Emily,Kuria,Female,Kajiado,Vocational,Cooking & Catering,Eldoret Polytechnic,89.7,In Progress,Pending,Unemployed,2026-07-30,Q3 2026,active
BEN-008290,Samuel,Mutua,Male,mombasa,Vocational,Electrical Installation,Mombasa Technical Training Institute,66.1,Completed,Certified,Employed,2025-01-29,Q1 2025,completed
BEN-008298,Purity,Kamau,Female,Muranga,Vocational,Carpentry,Kisumu Technical Training Institute,85.1,Completed,Certified,Unemployed,2025-05-03,Q2 2025,completed
BEN-008304,Timothy,Kuria,Male,Kisii,Vocational,Carpentry,Kisii National Polytechnic,79.3,complete,Certified,Unemployed,2025-06-19,Q2 2025,completed
BEN-008308,Awuor,Barasa,Female,Kilifi,Vocational,Beauty Therapy,Kilifi Vocational Training Centre,68.6,In Progress,Pending,Unemployed,2026-07-06,Q3 2026,active
BEN-008319,Wekesa,Koech,Male,Mombasa,Vocational,Electrical Installation,Mombasa Technical Training Institute,91.7,Completed,Certified,Employed,2025-10-16,Q4 2025,completed
BEN-008323,Collins,Kamau,Male,Kilifi,Vocational,Agriculture,Kilifi Vocational Training Centre,71.9,In Progress,Pending,Unemployed,2026-08-05,Q3 2026,active
BEN-008328,Caroline,Koech,Female,Mombasa,Vocational,Plumbing,Mombasa Technical Training Institute,81.1,Completed,Certified,Employed,2025-06-04,Q2 2025,completed
BEN-008329,Dennis,Katana,Male,Nairobi,Vocational,Hairdressing,Nairobi TVET,91.4,In Progress,Pending,Self-Employed,2026-09-01,Q3 2026,active
BEN-008339,Beatrice,Gitau,Female,Meru County,Vocational,Plumbing,Meru Technical Training Institute,70.7,Dropped,Not Certified,Self-Employed,2025-06-27,Q2 2025,dropped_out
BEN-008341,Caroline,Gitau,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,100.0,In Progress,Pending,Unemployed,2026-03-31,Q1 2026,active
BEN-008349,Diana,Maina,Female,Uasin Gishu,Vocational,Carpentry,Eldoret Polytechnic,79.1,In Progress,Pending,Unemployed,2026-09-04,Q3 2026,active
BEN-008354,James,Bett,Male,Muranga,Vocational,Welding,Kisii National Polytechnic,93.4,In Progress,Pending,Unemployed,2026-06-03,Q2 2026,active
BEN-008359,Grace,Bett,Female,Kajiado,Vocational,Hairdressing,Kakamega Technical Training Institute,71.5,dropped out,Not Certified,Employed,2025-08-06,Q3 2025,dropped_out
BEN-008377,Baraka,Musyoka,Male,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,91.3,In Progress,Pending,Unemployed,2026-06-29,Q2 2026,active
BEN-008381,Diana,Mutiso,Female,Kajiado,Vocational,Welding,Eldoret Polytechnic,88.3,Completed,Certified,Unemployed,2025-09-05,Q3 2025,completed
BEN-008385,Kiptoo,Ochieng,MALE,nakuru,Vocational,Agriculture,Nakuru Vocational Training Centre,89.4,In Progress,Pending,Unemployed,2026-04-29,Q2 2026,active
BEN-008395,Nyambura,Wanjiku,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,88.2,Completed,Certified,Self-Employed,2025-05-09,Q2 2025,completed
BEN-008421,Sharon,Kamau,Female,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,74.6,In Progress,Pending,Employed,2026-06-08,Q2 2026,active
BEN-008423,Onyango,Kamau,Male,Meru,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,65.8,Completed,Certified,Unemployed,2025-05-06,Q2 2025,completed
BEN-008428,Wangari,Kiptoo,Female,NAIROBI,Vocational,Motor Vehicle Mechanics,Nairobi TVET,89.1,Completed,Certified,Employed,2026-01-29,Q1 2026,completed
BEN-008434,Wekesa,Hassan,Male,Nyeri County,Vocational,Carpentry,Nyeri Technical Training Institute,82.5,Completed,Certified,Employed,2025-12-19,Q4 2025,completed
BEN-008448,Beatrice,Kilonzo,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,95.4,In Progress,Pending,Self-Employed,2025-10-09,Q4 2025,active
BEN-008452,Simon,Mutiso,Male,Uasin Gishu,Vocational,Plumbing,Eldoret Polytechnic,78.5,Completed,Certified,Employed,2025-05-21,Q2 2025,completed
BEN-008468,Odhiambo,Otieno,Male,Muranga,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,77.6,In Progress,Pending,Self-Employed,2026-09-09,Q3 2026,active
BEN-008472,Nicholas,Kamau,Male,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,81.4,In Progress,Pending,Unemployed,2026-05-15,Q2 2026,active
BEN-008478,Njeri,Baya,Female,Mombasa,Vocational,Tailoring,Mombasa Technical Training Institute,79.1,In Progress,Pending,Unemployed,2026-05-07,Q2 2026,active
BEN-008480,Chebet,Mbogo,Female,Kakamega,Vocational,Motor Vehicle Mechanics,Kakamega Technical Training Institute,75.9,In Progress,Pending,Self-Employed,2026-05-08,Q2 2026,active
BEN-008489,Neema,Mwangi,Female,Nairobi,Vocational,Electrical Installation,Nairobi TVET,83.5,In Progress,Pending,Employed,2025-12-17,Q4 2025,active
BEN-008509,Akinyi,Kiptoo,Female,machakos,Vocational,Beauty Therapy,Machakos Institute of Technology,70.3,Completed,Certified,Unemployed,2026-03-02,Q1 2026,completed
BEN-008513,David,Njoroge,Male,Nakuru,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,66.1,In Progress,Pending,Unemployed,2026-02-02,Q1 2026,active
BEN-008516,Halima,Onyango,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,84.1,In Progress,Pending,Unemployed,2026-05-22,Q2 2026,active
BEN-008525,Brian,Mwakio,Male,Nyeri,Vocational,Plumbing,Nyeri Technical Training Institute,64.6,In Progress,Pending,Unemployed,2026-06-01,Q2 2026,active
BEN-008536,Nkatha,Odhiambo,Female,Meru,Vocational,Hairdressing,Meru Technical Training Institute,66.9,Dropped,Not Certified,Self-Employed,2025-11-02,Q4 2025,dropped_out
BEN-008539,Wanjiku,Otieno,Female,Kilifi,Vocational,Electrical Installation,Kilifi Vocational Training Centre,85.4,In Progress,Pending,Unemployed,2026-01-17,Q1 2026,active
BEN-008545,Nicholas,Muthoni,Male,Kisumu,Vocational,Beauty Therapy,Kisumu Technical Training Institute,62.1,In Progress,Pending,Self-Employed,2026-03-22,Q1 2026,active
BEN-008547,Kelvin,Kilonzo,Male,Kisii,Vocational,Motor Vehicle Mechanics,Kisii National Polytechnic,73.5,complete,Certified,Unemployed,2025-10-21,Q4 2025,completed
BEN-008552,Amina,Owino,Female,Nyeri,Vocational,Agriculture,Nyeri Technical Training Institute,62.2,Completed,Certified,Self-Employed,2026-03-05,Q1 2026,completed
BEN-008553,Anthony,Muthoni,Male,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,91.9,In Progress,Pending,Unemployed,2025-12-29,Q4 2025,active
BEN-008560,James,Matano,Male,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,78.9,In Progress,Pending,Unemployed,2026-08-09,Q3 2026,active
BEN-008564,Joy,Barasa,Female,Meru,Vocational,Plumbing,Meru Technical Training Institute,79.9,Completed,Pending,Self-Employed,2025-07-05,Q3 2025,completed
BEN-008573,Kevin,Ochieng,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,87.8,Completed,Certified,Employed,2025-06-10,Q2 2025,completed
BEN-008574,Simon,Nduta,Male,Kilifi,Vocational,Welding,Kilifi Vocational Training Centre,66.5,In Progress,Pending,Unemployed,2026-08-28,Q3 2026,active
BEN-008584,John,Kimani,Male,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,77.0,Completed,Certified,Unemployed,2025-02-06,Q1 2025,completed
BEN-008586,Faith,Abdi,Female,Nyeri,Vocational,Carpentry,Nyeri Technical Training Institute,62.2,Completed,Certified,Unemployed,2025-02-21,Q1 2025,completed
BEN-008591,Simon,Ochieng,Male,Nakuru,Vocational,Plumbing,Nakuru Vocational Training Centre,82.1,Completed,Pending,Self-Employed,2025-06-29,Q2 2025,completed
BEN-008594,Achieng,Matano,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,80.5,In Progress,Pending,Unemployed,2026-09-12,Q3 2026,active
