beneficiary_id,first_name,last_name,gender,county,program,institution,education_level,academic_year,attendance_rate,performance_score,completion_status,enrollment_date,reporting_period,status
BEN-007875,Patrick,Kariuki,Male,Nairobi,Scholarship,University of Nairobi,Bachelor,2025/2026,90.2,58.9,In Progress,2026-02-20,Q1 2026,active
BEN-007877,Chepkoech,Kamau,Female,Nairobi,Scholarship,Maseno University,Bachelor,2026/2027,76.3,61.4,In Progress,2026-09-23,Q3 2026,active
BEN-007878,Naisula,Nduta,Female,Meru,Scholarship,Maseno University,Bachelor,2025/2026,78.5,72.1,In Progress,2026-04-13,Q2 2026,active
BEN-007883,Nkatha,Njoroge,Female,mombasa,Scholarship,Kenyatta University,Bachelor,2025/2026,92.8,55.1,In Progress,2026-01-04,Q1 2026,active
BEN-007885,Jerop,Chebet,Female,Kisumu,Scholarship,Daystar University,Master,2024/2025,83.3,42.3,Completed,2025-05-17,Q2 2025,completed
BEN-007886,Neema,Njoroge,f,Mombasa,Scholarship,Strathmore University,Bachelor,2025/2026,81.5,51.9,Completed,2025-12-26,Q4 2025,completed
BEN-007887,Chepkoech,Katana,Female,Nairobi,Scholarship,Kenyatta University,Diploma,2025/2026,85.7,88.1,In Progress,2026-07-08,Q3 2026,active
BEN-007889,Amina,Nduta,Female,Kajiado,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,83.2,85.1,In Progress,2026-03-08,Q1 2026,active
BEN-007893,Chepkoech,Mwangi,Female,Kakamega,Scholarship,Kenyatta University,Master,2025/2026,83.9,65.1,Completed,2025-09-23,Q3 2025,completed
BEN-007894,Kevin,Chebet,Male,Bungoma,Scholarship,Maseno University,Diploma,2024/2025,73.3,58.6,Completed,2025-04-10,Q2 2025,completed
BEN-007895,Emily,Cheruiyot,Female,Kisumu,Scholarship,Moi University,Bachelor,2024/2025,68.2,57.4,Completed,2025-08-17,Q3 2025,completed
BEN-007906,Purity,Kilonzo,Female,Nakuru,Scholarship,Kenyatta University,Diploma,2024/2025,93.6,71.8,Completed,2025-05-10,Q2 2025,completed
BEN-007907,Nicholas,Wanjiku,Male,MACHAKOS,Scholarship,Strathmore University,Diploma,2024/2025,89.1,63.6,Completed,2025-07-30,Q3 2025,completed
BEN-007908,Awuor,Kimani,Female,Machakos,Scholarship,Daystar University,Diploma,2024/2025,84.8,50.0,Completed,2025-07-03,Q3 2025,completed
BEN-007909,Awuor,Kamau,Female,Nairobi,Scholarship,Daystar University,Diploma,2025/2026,90.2,59.1,In Progress,2026-04-25,Q2 2026,active
BEN-007910,Odhiambo,Matano,Male,Muranga,Scholarship,Kenyatta University,Diploma,2025/2026,72.8,82.4,Dropped,2025-11-29,Q4 2025,dropped_out
BEN-007912,Brian,Kuria,Male,Mombasa,Scholarship,University of Nairobi,Bachelor,2025/2026,84.4,65.9,In Progress,2026-05-31,Q2 2026,active
BEN-007914,Jerop,Muthoni,Female,Muranga,Scholarship,Daystar University,Bachelor,2025/2026,82.1,75.8,In Progress,2025-11-10,Q4 2025,active
BEN-007915,Atieno,Cheruiyot,Female,Mombasa,Scholarship,Catholic University of Eastern Africa,Bachelor,2024/2025,91.2,65.8,Completed,2025-03-25,Q1 2025,completed
BEN-007917,Stephen,Kamau,Male,Kisii,Scholarship,Maseno University,Master,2024/2025,75.6,65.5,Completed,2025-01-17,Q1 2025,completed
BEN-007921,Onyango,Juma,Male,Kisumu,Scholarship,Moi University,Bachelor,2024/2025,88.8,66.9,Dropped,2025-08-27,Q3 2025,dropped_out
BEN-007922,Ali,Muthoni,Male,Kajiado,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,99.1,66.3,In Progress,2026-07-24,Q3 2026,active
BEN-007923,Kendi,Muthoni,Female,Kajiado,Scholarship,Maseno University,Bachelor,2025/2026,99.5,60.1,In Progress,2026-04-17,Q2 2026,active
BEN-007927,Mumbi,Nyambane,Female,Nairobi,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,93.6,71.7,In Progress,2026-05-08,Q2 2026,active
BEN-007929,Diana,Odhiambo,Female,Machakos,Scholarship,University of Nairobi,Bachelor,2026/2027,64.6,67.9,In Progress,2026-09-22,Q3 2026,active
BEN-007931,Beatrice,Nduta,Female,Mombasa,Scholarship,University of Nairobi,Diploma,2024/2025,81.1,88.9,Completed,2025-01-26,Q1 2025,completed
BEN-007933,Joseph,Nduta,Male,Mombasa,Scholarship,University of Nairobi,Diploma,2025/2026,84.8,57.9,In Progress,2026-07-13,Q3 2026,active
BEN-007934,James,Nyambane,Male,Kisumu,Scholarship,Moi University,Bachelor,2026/2027,87.8,69.4,In Progress,2026-09-16,Q3 2026,active
BEN-007936,Emmanuel,Musyoka,Male,Muranga,Scholarship,Jomo Kenyatta University,Diploma,2026/2027,86.5,69.3,In Progress,2026-09-09,Q3 2026,active
BEN-007937,Dennis,Onyango,Male,bungoma,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,87.2,60.6,In Progress,2026-05-08,Q2 2026,active
BEN-007940,Emily,Wekesa,Female,Kiambu,Scholarship,Kenyatta University,Bachelor,2024/2025,85.2,48.7,Completed,2025-05-06,Q2 2025,completed
BEN-007942,Cheruiyot,Mohamed,M,Bungoma,Scholarship,Maseno University,Bachelor,2025/2026,76.4,43.8,In Progress,2026-08-29,Q3 2026,active
BEN-007944,James,Mbogo,Male,Nairobi,Scholarship,Strathmore University,Master,2025/2026,100.0,53.7,In Progress,2026-08-15,Q3 2026,active
BEN-007948,Faith,Musyoka,Female,Muranga,Scholarship,Africa Nazarene University,Bachelor,2025/2026,90.3,60.8,In Progress,2026-01-31,Q1 2026,active
BEN-007951,Patrick,Koech,MALE,Kilifi,Scholarship,University of Nairobi,Master,2025/2026,88.4,62.0,Completed,2025-11-17,Q4 2025,completed
BEN-007955,Kiptoo,Korir,male,Mombasa,Scholarship,Kenyatta University,Master,2025/2026,100.0,72.9,In Progress,2026-08-05,Q3 2026,active
BEN-007956,Emily,Maina,F,Machakos,Scholarship,Strathmore University,Bachelor,2025/2026,93.6,50.5,In Progress,2026-07-17,Q3 2026,active
BEN-007958,Wangari,Hassan,Female,Nairobi,Scholarship,Maseno University,Bachelor,2025/2026,81.9,58.3,In Progress,2026-07-10,Q3 2026,active
BEN-007961,Barasa,Musyoka,Male,Kakamega,Scholarship,University of Nairobi,Diploma,2025/2026,89.2,65.4,In Progress,2026-08-10,Q3 2026,active
BEN-007966,Timothy,Onyango,Male,NAKURU,Scholarship,University of Nairobi,Bachelor,2025/2026,87.3,60.9,Completed,2025-11-12,Q4 2025,completed
BEN-007967,Jerop,Juma,female,Kajiado,Scholarship,Africa Nazarene University,Bachelor,2024/2025,83.8,54.5,Completed,2025-08-15,Q3 2025,completed
BEN-007973,Vincent,Kuria,Male,Kakamega,Scholarship,Kenyatta University,Diploma,2025/2026,80.7,57.3,In Progress,2026-06-09,Q2 2026,active
BEN-007975,James,Katana,Male,Kakamega,Scholarship,Maseno University,Bachelor,2025/2026,87.8,77.5,In Progress,2026-03-26,Q1 2026,active
BEN-007977,Stephen,Mwakio,Male,Kajiado,Scholarship,Maseno University,Bachelor,2025/2026,93.6,60.2,In Progress,2026-01-31,Q1 2026,active
BEN-007979,Anyango,Cheruiyot,Female,Machakos,Scholarship,Africa Nazarene University,Diploma,2025/2026,81.4,60.8,Dropped,2025-12-09,Q4 2025,dropped_out
BEN-007981,Mercy,Cheruiyot,Female,MURANGA,Scholarship,Daystar University,Diploma,2026/2027,98.1,67.1,In Progress,2026-09-10,Q3 2026,active
BEN-007982,Dennis,Otieno,Male,Nairobi,Scholarship,Africa Nazarene University,Bachelor,2025/2026,91.9,63.0,In Progress,2026-07-18,Q3 2026,active
BEN-007984,Ali,Wafula,Male,Muranga,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,100.0,72.1,In Progress,2026-03-18,Q1 2026,active
BEN-007987,Korir,Owino,Male,Kakamega,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,65.0,67.2,In Progress,2026-07-13,Q3 2026,active
BEN-007988,Nkatha,Odhiambo,Female,Uasin Gishu,Scholarship,Mount Kenya University,Diploma,2024/2025,95.4,82.1,Completed,2025-01-17,Q1 2025,completed
BEN-007990,Njeri,Omondi,Female,Nairobi,Scholarship,Daystar University,Bachelor,2025/2026,95.7,75.7,In Progress,2026-06-27,Q2 2026,active
BEN-007991,Kevin,Ngugi,Male,Kilifi,Scholarship,Maseno University,Diploma,2025/2026,65.4,61.4,Completed,2025-10-23,Q4 2025,completed
BEN-007996,Nkatha,Ochieng,Female,Kajiado,Scholarship,Daystar University,Bachelor,2025/2026,80.8,68.4,Completed,2026-03-11,Q1 2026,completed
BEN-008001,Omondi,Korir,Male,Mombasa,Scholarship,Kenyatta University,Bachelor,2025/2026,85.7,46.4,Completed,2025-10-10,Q4 2025,completed
BEN-008002,Joy,Mbogo,Female,Muranga,Scholarship,Moi University,Bachelor,2024/2025,92.3,60.6,Completed,2025-08-09,Q3 2025,completed
BEN-008003,Baraka,Chebet,Male,Kisumu,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,72.2,59.3,In Progress,2026-04-10,Q2 2026,active
BEN-008004,Grace,Wafula,Female,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,96.3,59.7,In Progress,2026-07-04,Q3 2026,active
BEN-008008,Caroline,Njoroge,Female,Nakuru,Scholarship,Maseno University,Master,2025/2026,75.2,50.8,In Progress,2026-07-02,Q3 2026,active
BEN-008011,Joy,Kiptoo,Female,Kiambu,Scholarship,Mount Kenya University,Bachelor,2025/2026,99.1,76.0,In Progress,2026-01-31,Q1 2026,active
BEN-008014,Brenda,Kiptoo,Female,Bungoma,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,84.5,61.0,In Progress,2025-10-03,Q4 2025,active
BEN-008016,Musyoka,Baya,Male,Kajiado,Scholarship,Mount Kenya University,Bachelor,2025/2026,97.7,66.8,In Progress,2026-04-28,Q2 2026,active
BEN-008018,Neema,Otieno,Female,Kisumu,Scholarship,Kenyatta University,Diploma,2024/2025,81.8,55.9,Dropped,2025-07-11,Q3 2025,dropped_out
BEN-008022,Purity,Chebet,Female,Nairobi,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,95.4,61.2,In Progress,2026-04-27,Q2 2026,active
BEN-008028,Njeri,Njoroge,Female,Nakuru,Scholarship,University of Nairobi,Master,2025/2026,89.5,58.4,In Progress,2026-07-19,Q3 2026,active
BEN-008029,Kagure,Kuria,Female,Kisumu,Scholarship,Mount Kenya University,Bachelor,2025/2026,79.2,71.4,In Progress,2026-03-22,Q1 2026,active
BEN-008031,Mercy,Chebet,Female,Kilifi,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,61.4,69.0,Completed,2025-09-02,Q3 2025,completed
BEN-008035,Mercy,Korir,f,Mombasa,Scholarship,Mount Kenya University,Master,2025/2026,84.9,61.5,In Progress,2025-11-14,Q4 2025,active
BEN-008037,Samuel,Musyoka,Male,Muranga,Scholarship,Mount Kenya University,Bachelor,2025/2026,81.8,68.9,dropped out,2026-03-12,Q1 2026,dropped_out
BEN-008038,Cherono,Kamau,Female,Kakamega,Scholarship,Moi University,Bachelor,2025/2026,76.0,58.6,In Progress,2026-06-26,Q2 2026,active
BEN-008040,Omondi,Odhiambo,Male,UASIN_GISHU,Scholarship,Jomo Kenyatta University,Diploma,2024/2025,90.4,65.5,Dropped,2025-01-27,Q1 2025,dropped_out
BEN-008043,Odhiambo,Chebet,Male,Meru,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,64.4,57.2,In Progress,2026-08-08,Q3 2026,active
BEN-008045,Nasieku,Kimani,Female,Uasin Gishu,Scholarship,Strathmore University,Bachelor,2024/2025,93.4,42.1,Completed,2025-01-07,Q1 2025,completed
BEN-008049,Cheruiyot,Cheruiyot,Male,Kisumu,Scholarship,Strathmore University,Diploma,2025/2026,78.3,78.4,In Progress,2026-01-29,Q1 2026,active
BEN-008053,Francis,Muthoni,Male,Nairobi,Scholarship,Strathmore University,Bachelor,2024/2025,88.2,66.9,Completed,2025-05-29,Q2 2025,completed
BEN-008057,Simon,Abdi,Male,Bungoma,Scholarship,University of Nairobi,Master,2025/2026,70.5,70.7,In Progress,2025-12-17,Q4 2025,active
BEN-008058,Akinyi,Njenga,Female,Kakamega,Scholarship,Kenyatta University,Master,2025/2026,76.8,70.0,In Progress,2026-08-14,Q3 2026,active
BEN-008061,Vincent,Cheruiyot,Male,Mombasa,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,92.4,44.4,In Progress,2026-05-25,Q2 2026,active
BEN-008063,Purity,Kimani,Female,Muranga,Scholarship,Strathmore University,Diploma,2025/2026,76.9,76.9,In Progress,2026-02-04,Q1 2026,active
BEN-008067,Awuor,Barasa,Female,Kakamega,Scholarship,Jomo Kenyatta University,Master,2025/2026,83.0,54.4,In Progress,2026-08-28,Q3 2026,active
BEN-008068,James,Bett,Male,Uasin Gishu,Scholarship,Kenyatta University,Diploma,2025/2026,77.2,65.1,Completed,2025-09-29,Q3 2025,completed
BEN-008069,David,Nduta,Male,Kakamega,Scholarship,Moi University,Bachelor,2025/2026,92.8,68.8,Completed,2025-12-26,Q4 2025,completed
BEN-008074,Chebet,Omondi,Female,Kisumu,Scholarship,Moi University,Bachelor,2026/2027,87.1,78.7,In Progress,2026-09-13,Q3 2026,active
BEN-008078,Kagure,Gitau,Female,Nairobi,Scholarship,Africa Nazarene University,Diploma,2024/2025,88.4,59.3,complete,2025-05-08,Q2 2025,completed
BEN-008083,Timothy,Hassan,Male,UASIN_GISHU,Scholarship,Maseno University,Diploma,2025/2026,84.7,51.2,Completed,2025-11-10,Q4 2025,completed
BEN-008085,Timothy,Koech,Male,Nakuru County,Scholarship,Moi University,Bachelor,2025/2026,75.9,74.3,Completed,2025-10-02,Q4 2025,completed
BEN-008087,Wanjiru,Mutiso,Female,Nairobi,Scholarship,Strathmore University,Bachelor,2024/2025,100.0,56.4,Completed,2025-06-27,Q2 2025,completed
BEN-008094,Anyango,Katana,Female,Mombasa,Scholarship,Mount Kenya University,Bachelor,2025/2026,71.0,77.1,In Progress,2026-01-06,Q1 2026,active
BEN-008095,Kagure,Odhiambo,F,Nyeri,Scholarship,Maseno University,Diploma,2025/2026,87.0,73.4,In Progress,2026-04-06,Q2 2026,active
BEN-008098,Awuor,Odhiambo,Female,Uasin Gishu,Scholarship,Moi University,Diploma,2024/2025,87.5,76.3,Completed,2025-05-16,Q2 2025,completed
BEN-008100,Victor,Cheruiyot,Male,Nairobi,Scholarship,University of Nairobi,Bachelor,2025/2026,91.6,67.3,In Progress,2025-10-15,Q4 2025,active
BEN-008103,Faith,Charo,FEMALE,Mombasa,Scholarship,Maseno University,Diploma,2025/2026,88.3,67.9,In Progress,2026-04-10,Q2 2026,active
BEN-008105,Wanjiku,Njoroge,Female,Nakuru,Scholarship,Mount Kenya University,Diploma,2026/2027,85.3,60.4,In Progress,2026-09-07,Q3 2026,active
BEN-008107,Rotich,Mutua,Male,Mombasa,Scholarship,Kenyatta University,Diploma,2025/2026,73.7,84.3,Completed,2025-09-27,Q3 2025,completed
BEN-008108,Beatrice,Wekesa,Female,Nairobi,Scholarship,Daystar University,Diploma,2024/2025,79.6,65.6,Completed,2025-05-13,Q2 2025,completed
BEN-008109,Brenda,Bett,Female,Mombasa,Scholarship,Mount Kenya University,Diploma,2025/2026,78.3,51.2,In Progress,2026-03-24,Q1 2026,active
BEN-008116,Kelvin,Ngugi,Male,Kiambu,Scholarship,Daystar University,Master,2025/2026,88.5,57.7,In Progress,2026-06-03,Q2 2026,active
BEN-008117,Neema,Mohamed,Female,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,83.1,58.5,In Progress,2026-07-09,Q3 2026,active
BEN-008119,Kiptoo,Nyambane,Male,Nairobi,Scholarship,Daystar University,Diploma,2025/2026,86.4,71.9,In Progress,2026-06-20,Q2 2026,active
BEN-008121,Anthony,Korir,Male,Nairobi,Scholarship,Maseno University,Bachelor,2025/2026,100.0,64.3,Completed,2025-09-23,Q3 2025,completed
BEN-008128,Caroline,Rotich,Female,Mombasa,Scholarship,Catholic University of Eastern Africa,Bachelor,2026/2027,92.7,79.4,In Progress,2026-09-27,Q3 2026,active
BEN-008129,Caroline,Abdi,Female,KIAMBU,Scholarship,University of Nairobi,Bachelor,2025/2026,89.3,67.9,In Progress,2026-06-28,Q2 2026,active
BEN-008138,Dennis,Nyambane,Male,Nakuru,Scholarship,Kenyatta University,Bachelor,2025/2026,94.1,64.4,In Progress,2026-04-30,Q2 2026,active
BEN-008141,Emily,Muthoni,Female,Nakuru,Scholarship,Maseno University,Diploma,2025/2026,84.4,65.5,In Progress,2026-04-30,Q2 2026,active
BEN-008146,Kevin,Nyambane,Male,NAKURU,Scholarship,Maseno University,Bachelor,2024/2025,77.8,48.6,Completed,2025-07-31,Q3 2025,completed
BEN-008148,Atieno,Njenga,Female,Muranga,Scholarship,Daystar University,Bachelor,2025/2026,87.4,71.2,In Progress,2026-05-18,Q2 2026,active
BEN-008150,Achieng,Onyango,Female,Kisumu,Scholarship,Maseno University,Diploma,2025/2026,91.7,54.8,complete,2025-09-02,Q3 2025,completed
BEN-008155,Barasa,Ochieng,Male,Muranga,Scholarship,Africa Nazarene University,Diploma,2026/2027,61.6,77.3,In Progress,2026-09-26,Q3 2026,active
BEN-008158,Wangari,Koech,Female,Kajiado,Scholarship,Strathmore University,Bachelor,2026/2027,88.1,65.5,In Progress,2026-09-23,Q3 2026,active
BEN-008165,Kipchoge,Njoroge,Male,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,77.4,86.2,In Progress,2026-07-10,Q3 2026,active
BEN-008169,Rotich,Chebet,Male,Nakuru,Scholarship,Strathmore University,Bachelor,2025/2026,81.5,73.9,In Progress,2026-02-12,Q1 2026,active
BEN-008170,Stephen,Abdi,Male,Nairobi,Scholarship,Moi University,Bachelor,2024/2025,87.4,66.9,COMPLETED,2025-03-13,Q1 2025,completed
BEN-008171,Vincent,Mwakio,Male,Nairobi,Scholarship,Africa Nazarene University,Bachelor,2026/2027,100.0,70.1,In Progress,2026-09-02,Q3 2026,active
BEN-008172,Joseph,Abdi,Male,Nairobi,Scholarship,Daystar University,Master,2025/2026,83.6,76.4,In Progress,2025-12-26,Q4 2025,active
BEN-008173,Mutua,Muthoni,Male,Nyeri,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,93.9,71.0,Completed,2026-02-09,Q1 2026,completed
BEN-008182,Timothy,Njenga,MALE,Machakos,Scholarship,Africa Nazarene University,Bachelor,2025/2026,77.0,66.6,Completed,2026-03-17,Q1 2026,completed
BEN-008186,Awuor,Bett,Female,Nakuru,Scholarship,Maseno University,Diploma,2025/2026,75.5,82.8,Completed,2025-10-14,Q4 2025,completed
BEN-008187,Kiptoo,Mbogo,Male,Uasin Gishu,Scholarship,Mount Kenya University,Diploma,2024/2025,100.0,67.9,Completed,2025-06-22,Q2 2025,completed
BEN-008188,Korir,Otieno,Male,Kiambu,Scholarship,Moi University,Master,2025/2026,72.9,67.0,In Progress,2026-05-06,Q2 2026,active
BEN-008189,Faith,Barasa,Female,Bungoma,Scholarship,Maseno University,Bachelor,2025/2026,80.5,59.0,In Progress,2026-02-01,Q1 2026,active
BEN-008192,Jerop,Mbogo,Female,Mombasa,Scholarship,Africa Nazarene University,Diploma,2024/2025,96.6,65.6,Completed,2025-04-19,Q2 2025,completed
BEN-008193,Rotich,Omondi,Male,Kakamega,Scholarship,Africa Nazarene University,Bachelor,2025/2026,79.4,71.9,In Progress,2026-08-08,Q3 2026,active
BEN-008195,Cynthia,Koech,Female,Muranga County,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,97.2,68.0,In Progress,2026-03-25,Q1 2026,active
BEN-008197,Brenda,Maina,F,Kiambu,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,91.1,48.4,Completed,2026-01-02,Q1 2026,completed
BEN-008198,Naisula,Muthoni,F,Nakuru,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,95.0,88.6,Dropped,2026-02-18,Q1 2026,dropped_out
BEN-008201,Cheruiyot,Charo,Male,Kajiado,Scholarship,Jomo Kenyatta University,Master,2025/2026,88.5,62.2,In Progress,2026-08-02,Q3 2026,active
BEN-008207,Amina,Musyoka,Female,Uasin Gishu,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,87.3,66.9,In Progress,2026-06-20,Q2 2026,active
BEN-008215,Ali,Otieno,Male,Kisii,Scholarship,Mount Kenya University,Diploma,2024/2025,100.0,63.0,Completed,2025-07-30,Q3 2025,completed
BEN-008220,Daniel,Rotich,Male,Uasin Gishu,Scholarship,Kenyatta University,Diploma,2024/2025,100.0,53.7,Completed,2025-05-22,Q2 2025,completed
BEN-008221,Njeri,Njenga,Female,Kisii,Scholarship,Strathmore University,Master,2024/2025,61.9,49.3,Completed,2025-07-21,Q3 2025,completed
BEN-008222,Kendi,Njenga,Female,Kiambu,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,89.1,77.4,In Progress,2025-12-24,Q4 2025,active
BEN-008223,Wekesa,Odhiambo,Male,Muranga,Scholarship,Africa Nazarene University,Bachelor,2025/2026,79.8,75.5,In Progress,2026-08-24,Q3 2026,active
BEN-008226,Mumbi,Wafula,Female,Kisumu,Scholarship,University of Nairobi,Diploma,2026/2027,71.4,72.9,In Progress,2026-09-08,Q3 2026,active
BEN-008227,Joy,Kariuki,Female,Meru,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,85.0,64.4,In Progress,2026-01-04,Q1 2026,active
BEN-008228,David,Owino,Male,Nairobi,Scholarship,Kenyatta University,Diploma,2025/2026,99.6,71.8,In Progress,2026-04-21,Q2 2026,active
BEN-008234,Awuor,Otieno,female,Mombasa,Scholarship,Maseno University,Diploma,2025/2026,75.8,56.7,In Progress,2025-11-06,Q4 2025,active
BEN-008235,Kendi,Muthoni,Female,Nyeri,Scholarship,Mount Kenya University,Bachelor,2025/2026,74.5,49.1,Completed,2025-09-01,Q3 2025,completed
BEN-008238,Naisula,Gitau,Female,Mombasa,Scholarship,Africa Nazarene University,Bachelor,2025/2026,86.4,61.0,In Progress,2026-08-15,Q3 2026,active
BEN-008240,Kevin,Nduta,m,Uasin Gishu,Scholarship,Africa Nazarene University,Bachelor,2024/2025,100.0,64.5,Dropped,2025-07-06,Q3 2025,dropped_out
BEN-008243,Mohamed,Abdi,Male,Nyeri,Scholarship,Strathmore University,Bachelor,2024/2025,84.7,51.4,Completed,2025-01-17,Q1 2025,completed
BEN-008244,Caroline,Barasa,Female,Kilifi,Scholarship,Mount Kenya University,Master,2025/2026,75.6,75.6,In Progress,2026-05-01,Q2 2026,active
BEN-008246,Esther,Njoroge,Female,Kajiado,Scholarship,University of Nairobi,Bachelor,2024/2025,92.9,67.7,Completed,2025-04-02,Q2 2025,completed
BEN-008249,Daniel,Kiptoo,Male,Nyeri,Scholarship,Mount Kenya University,Bachelor,2025/2026,68.9,63.4,In Progress,2026-04-26,Q2 2026,active
BEN-008250,Nyambura,Kariuki,Female,Nakuru County,Scholarship,Moi University,Bachelor,2024/2025,73.3,58.0,COMPLETED,2025-05-11,Q2 2025,completed
BEN-008253,Amina,Nyambane,Female,Mombasa,Scholarship,Strathmore University,Diploma,2024/2025,96.9,72.0,Completed,2025-07-05,Q3 2025,completed
BEN-008254,Grace,Njenga,Female,Nyeri County,Scholarship,Africa Nazarene University,Master,2025/2026,88.1,54.9,In Progress,2026-08-31,Q3 2026,active
BEN-008255,Sharon,Juma,Female,Nairobi,Scholarship,Mount Kenya University,Diploma,2026/2027,76.8,64.8,In Progress,2026-09-08,Q3 2026,active
BEN-008260,Mercy,Kiptoo,Female,Nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,91.4,86.3,In Progress,2025-12-07,Q4 2025,active
BEN-008264,Peter,Rotich,Male,Nakuru,Scholarship,Maseno University,Bachelor,2025/2026,68.5,76.8,In Progress,2026-04-03,Q2 2026,active
BEN-008270,Kagure,Gitau,Female,Kisumu,Scholarship,University of Nairobi,Bachelor,2025/2026,68.5,39.2,In Progress,2026-07-14,Q3 2026,active
BEN-008271,Kilonzo,Kuria,Male,Kakamega,Scholarship,Moi University,Bachelor,2025/2026,74.1,46.7,Completed,2025-12-29,Q4 2025,completed
BEN-008273,Kipchoge,Rotich,Male,Muranga,Scholarship,Mount Kenya University,Bachelor,2024/2025,100.0,30.0,Completed,2025-08-25,Q3 2025,completed
BEN-008275,Nicholas,Charo,Male,Nyeri,Scholarship,Moi University,Bachelor,2024/2025,87.1,62.9,Completed,2025-07-25,Q3 2025,completed
BEN-008278,Rotich,Wanjiku,Male,Kisii,Scholarship,Strathmore University,Bachelor,2024/2025,89.3,77.9,Dropped,2025-07-19,Q3 2025,dropped_out
BEN-008279,Kamau,Onyango,Male,Machakos,Scholarship,Strathmore University,Bachelor,2025/2026,80.6,71.5,In Progress,2026-06-02,Q2 2026,active
BEN-008281,Wangari,Mutiso,Female,Muranga,Scholarship,Daystar University,Diploma,2025/2026,86.3,65.8,In Progress,2025-11-10,Q4 2025,active
BEN-008283,Cynthia,Abdi,Female,nairobi,Scholarship,Kenyatta University,Bachelor,2025/2026,78.7,63.6,Completed,2025-10-21,Q4 2025,completed
BEN-008296,Cynthia,Mutua,FEMALE,Mombasa,Scholarship,Daystar University,Bachelor,2025/2026,81.5,66.2,In Progress,2026-02-03,Q1 2026,active
BEN-008297,Dennis,Charo,Male,Nyeri,Scholarship,University of Nairobi,Bachelor,2026/2027,91.6,57.4,In Progress,2026-09-26,Q3 2026,active
BEN-008298,Nasieku,Gitau,Female,Bungoma,Scholarship,Kenyatta University,Bachelor,2025/2026,83.2,54.3,In Progress,2026-04-19,Q2 2026,active
BEN-008299,Abdi,Wekesa,Male,Kisii,Scholarship,Daystar University,Master,2025/2026,83.9,59.9,In Progress,2026-08-21,Q3 2026,active
BEN-008302,Joseph,Wafula,m,Kiambu,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,99.8,64.5,In Progress,2026-08-09,Q3 2026,active
BEN-008306,Collins,Mutua,Male,Nairobi,Scholarship,Kenyatta University,Bachelor,2026/2027,97.7,70.2,In Progress,2026-09-01,Q3 2026,active
BEN-008307,Wanjiku,Kilonzo,Female,Nyeri,Scholarship,Maseno University,Diploma,2024/2025,98.1,73.5,Completed,2025-06-15,Q2 2025,completed
BEN-008310,Cherono,Maina,Female,Kajiado,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,84.7,65.9,In Progress,2026-07-31,Q3 2026,active
BEN-008312,Brenda,Nduta,Female,Kakamega,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,71.9,54.4,Dropped,2026-03-16,Q1 2026,dropped_out
BEN-008317,Esther,Mwangi,female,Nyeri,Scholarship,Jomo Kenyatta University,Master,2024/2025,89.5,47.9,Completed,2025-05-11,Q2 2025,completed
BEN-008319,Neema,Mwangi,Female,Nyeri,Scholarship,Kenyatta University,Bachelor,2025/2026,79.3,59.0,In Progress,2026-07-07,Q3 2026,active
BEN-008321,Kendi,Kariuki,Female,Kisii,Scholarship,Mount Kenya University,Bachelor,2024/2025,84.2,86.4,Completed,2025-03-31,Q1 2025,completed
BEN-008326,Samuel,Barasa,Male,Kakamega,Scholarship,Daystar University,Bachelor,2025/2026,88.7,50.0,In Progress,2026-04-14,Q2 2026,active
BEN-008327,Wangari,Wafula,Female,Kisumu,Scholarship,Catholic University of Eastern Africa,Bachelor,2026/2027,70.6,50.9,In Progress,2026-09-07,Q3 2026,active
BEN-008328,Wanjiru,Mwakio,Female,Kisumu,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,67.7,59.5,In Progress,2026-06-10,Q2 2026,active
